trip_id,booking_id,customer_id,customer_name,gender,age,city,route_id,route_name,origin_stop,destination_stop,bus_number,bus_type,driver_id,driver_name,trip_date,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,distance_km,fare_inr,discount_inr,payment_mode,booking_channel,seat_number,trip_status,cancellation_reason,rating,occupancy_pct,weather,is_peak_hour,subscription_type,device_type,gps_enabled,complaint_raised
Trp001997,Bk11215725,Cust00983,Karan Kapoor,M,21.0,Pune,Rtpu020,Aundh - Kharadi,Aundh,Kharadi,Mh48Cf6442,Premium Ac,Drv0076,Arjun Joshi,"July 08, 2024",2026-07-30 18:35:00,18:45,2026-07-30 20:09:00,20:19,32.8,546,44.0,Wallet,Website,C2,Completed,Nan,4.0,87.9,Haze,1,Monthly Pass,Web,True,0
Trp002327,Bk34288189,Cust01059,Tanvi Bhat,Female,30.0,Pune,Rtpu019,Kothrud - Magarpatta,Kothrud,Magarpatta,Mh10Cf4788,Premium Ac,Drv0026,Deepak Singh,"February 06, 2024",2026-07-30 18:45:00,18:57,2026-07-30 19:14:00,19:26,10.7,156,21.0,Credit Card,Website,D5,Delayed-Completed,Nan,2.0,41.3,Cloudy,1,Weekly Pass,Web,0,0
Trp002368,Bk38628893,Cust00177,Deepak Reddy,Male,33.0,Pune,Rtpu015,Baner - Kharadi,Baner,Kharadi,Mh35Cf3167,Premium Ac,Drv0003,Ananya Rao,2024-03-30,2026-07-30 16:05:00,16:05,2026-07-30 17:19:00,17:19,24.4,306,0.0,Net Banking,Mobile App,C8,Completed,Nan,3.0,20.0,Haze,False,Monthly Pass,Web,No,No
Trp001683,Bk92442861,Cust00962,Arjun Kumar,F,18.0,Pune,Rtpu013,Hadapsar - Kothrud,Hadapsar,Kothrud,Mh05Cf6539,Ac Seater,Drv0006,Anita Naidu,2024-08-15,2026-07-30 18:15:00,18:15,2026-07-30 18:35:00,18:35,9.1,118,19.0,Debit Card,Kiosk,C15,Completed,Nan,5.0,79.8,Haze,1,Corporate Plan,Web,1,0
Trp000283,Bk45217439,Cust00448,Tanvi Shah,M,27.0,Pune,Rtpu014,Shivajinagar - Aundh,Shivajinagar,Aundh,Mh05Cf6539,Ac Seater,Drv0068,Sanjay Joshi,2024-03-29,2026-07-30 09:55:00,09:59,2026-07-30 10:23:00,10:27,9.3,80,6.0,Upi,Corporate Portal,B13,Completed,Nan,5.0,15.6,Rain,0,Corporate Plan,Ios,1,0
Trp002291,Bk79831326,Cust01046,Rajesh Agarwal,F,25.0,Bangalore,Rtba025,Hebbal - Marathahalli,Hebbal,Marathahalli,Ka15Cf2124,Ac Seater,Drv0090,Rajesh Patel,21/07/2024,2026-07-30 13:20:00,13:39,2026-07-30 13:49:00,14:08,9.2,124,33.0,Debit Card,Kiosk,B11,Delayed-Completed,Nan,3.0,18.0,Cloudy,False,Single Ride,Android,True,0
Trp001714,Bk88699872,Cust00144,Geeta Menon,M,25.0,Delhi Ncr,Rtde053,Indirapuram - Rohini,Indirapuram,Rohini,Dl35Cf6425,Ac Seater,Drv0065,Vikram Bansal,18/09/2024,2026-07-30 12:00:00,12:01,2026-07-30 13:29:00,13:30,41.8,441,45.0,Credit Card,Corporate Portal,A11,Completed,Nan,4.0,25.7,Haze,False,Monthly Pass,Web,1,0
Trp002778,Bk95208944,Cust01070,Reyansh Patel,Male,35.0,Pune,Rtpu017,Kharadi - Baner,Kharadi,Baner,Mh10Cf1400,Ac Seater,Drv0078,Tanvi Agarwal,2024-11-27,2026-07-30 20:45:00,21:32,2026-07-30 21:37:00,22:24,27.7,323,0.0,Cash,Mobile App,D13,Delayed-Completed,Nan,5.0,58.4,Clear,Yes,Weekly Pass,Android,1,No
Trp000272,Bk22685755,Cust01119,Lakshmi Kapoor,Male,20.0,Mumbai,Rtmu009,Thane West - Vashi,Thane West,Vashi,Mh46Cf8144,Ac Seater,Drv0064,Nikhil Naidu,2024-10-20,2026-07-30 17:30:00,17:32,2026-07-30 19:16:00,19:18,34.8,459,68.0,Upi,Website,D12,Completed,Nan,5.0,19.2,Fog,False,Weekly Pass,Android,Y,0
Trp002686,Bk83236578,Cust00406,Arjun Patel,Male,32.0,Hyderabad,Rthy037,Kukatpally - Uppal,Kukatpally,Uppal,Ts43Cf7211,Ac Sleeper,Drv0048,Divya Rao,13-Sep-2024,2026-07-30 17:10:00,17:16,2026-07-30 17:43:00,17:49,16.0,237,64.0,Cash,Mobile App,B6,Completed,Nan,2.0,74.2,Clear,True,Weekly Pass,Android,N,No
Trp002993,Bk29577953,Cust00455,Kiara Singh,M,25.0,Hyderabad,Rthy035,Lb Nagar - Hitec City,Lb Nagar,Hitec City,Ts17Cf5050,Non-Ac Seater,Drv0031,Diya Chopra,2024-08-15,2026-07-30 18:10:00,18:10,2026-07-30 18:43:00,Nan,14.0,172,0.0,Wallet,Corporate Portal,A3,No-Show,Payment Failed,4.0,32.7,Clear,False,Single Ride,Ios,1,No
Trp002329,Bk98302472,Cust01073,Manoj Singh,Female,25.0,Bangalore,Rtba030,Indiranagar - Yelahanka,Indiranagar,Yelahanka,Ka02Cf9098,Non-Ac Seater,Drv0009,Aditya Sharma,"January 14, 2024",2026-07-30 18:25:00,18:25,2026-07-30 18:44:00,Nan,10.1,127,0.0,Debit Card,Website,C2,No-Show,Customer Request,4.0,67.1,Cloudy,False,Corporate Plan,Ios,1,0
Trp000561,Bk39670530,Cust00631,Divya Mehta,Female,30.0,Chennai,Rtch046,Omr - T Nagar,Omr,T Nagar,Tn10Cf4908,Ac Sleeper,Drv0038,Reyansh Joshi,2024-02-07,2026-07-30 09:20:00,09:20,2026-07-30 10:38:00,10:38,32.0,550,35.0,Net Banking,Corporate Portal,C7,Completed,Nan,4.0,65.0,Haze,False,Weekly Pass,Web,1,No
Trp002646,Bk44727877,Cust01230,Nikhil Malhotra,Female,39.0,Bangalore,Rtba028,Hebbal - Whitefield,Hebbal,Whitefield,Ka14Cf8449,Non-Ac Seater,Drv0006,Anita Naidu,2024-08-07,2026-07-30 10:40:00,10:40,2026-07-30 11:44:00,11:44,32.7,316,86.0,Credit Card,Corporate Portal,C2,Completed,Nan,5.0,79.3,Cloudy,True,Corporate Plan,Android,Y,0
Trp001929,Bk51250234,Cust00544,Kavya Reddy,Female,38.0,Pune,Rtpu011,Shivajinagar - Hinjewadi Phase 1,Shivajinagar,Hinjewadi Phase 1,Mh10Cf4788,Premium Ac,Drv0003,Ananya Rao,2024-09-29,2026-07-30 14:20:00,14:20,2026-07-30 16:10:00,Nan,39.5,491,108.0,Net Banking,Corporate Portal,D13,No-Show,Payment Failed,4.0,88.2,Haze,False,Monthly Pass,Android,No,1
Trp000092,Bk31475246,Cust01091,Manoj Verma,Female,26.0,Chennai,Rtch048,Guindy - Adyar,Guindy,Adyar,Tn35Cf4228,Non-Ac Seater,Drv0064,Nikhil Naidu,19/09/2024,2026-07-30 11:35:00,Nan,2026-07-30 12:02:00,Nan,12.9,0,0.0,Nan,Website,C12,Cancelled,Payment Failed,4.0,58.5,Cloudy,False,Single Ride,Android,True,No
Trp000462,Bk18899831,Cust00532,Aadhya Iyer,Male,27.0,Bangalore,Rtba029,Yelahanka - Hsr Layout,Yelahanka,Hsr Layout,Ka15Cf2976,Ac Sleeper,Drv0042,Kiara Iyer,2024-02-06,2026-07-30 20:30:00,20:40,2026-07-30 21:35:00,21:45,27.2,412,0.0,Cash,Corporate Portal,B7,Completed,Nan,5.0,88.5,Heavy Rain,No,Monthly Pass,Web,True,No
Trp000590,Bk83780651,Cust01299,Aman Sharma,Female,33.0,Hyderabad,Rthy033,Miyapur - Kondapur,Miyapur,Kondapur,Ts08Cf5033,Ac Seater,Drv0080,Aarav Bhat,23/08/2024,2026-07-30 07:45:00,07:45,2026-07-30 09:00:00,Nan,30.4,267,21.0,Net Banking,Website,D10,No-Show,Customer Request,4.0,22.1,Cloudy,True,Weekly Pass,Web,0,0
Trp001355,Bk26977974,Cust00111,Sunita Shah,Male,26.0,Bangalore,Rtba022,Hsr Layout - Bannerghatta Road,Hsr Layout,Bannerghatta Road,Ka22Cf5581,Non-Ac Seater,Drv0039,Ananya Pillai,2024-03-31,2026-07-30 10:10:00,10:10,2026-07-30 11:50:00,Nan,40.7,357,85.0,Upi,Mobile App,D8,No-Show,Payment Failed,4.0,71.4,Fog,0,Weekly Pass,Android,Yes,No
Trp000610,Bk88366804,Cust00834,Aman Singh,Male,32.0,Chennai,Rtch042,Anna Nagar - Porur,Anna Nagar,Porur,Tn46Cf5956,Ac Seater,Drv0038,Reyansh Joshi,18-Feb-2024,2026-07-30 11:25:00,11:25,2026-07-30 12:59:00,12:59,33.4,387,0.0,Upi,Mobile App,D13,Completed,Nan,5.0,95.8,Fog,No,Single Ride,Ios,Y,0
Trp001517,Bk10243970,Cust00274,Anita Mehta,O,22.0,Mumbai,Rtmu003,Andheri East - Powai,Andheri East,Powai,Mh13Cf5853,Ac Sleeper,Drv0068,Sanjay Joshi,"December 02, 2024",2026-07-30 19:50:00,19:48,2026-07-30 20:37:00,20:35,22.8,311,0.0,Credit Card,Kiosk,A4,Completed,Nan,4.0,46.5,Haze,True,Weekly Pass,Web,1,No
Trp003192,Bk57726508,Cust00125,Saanvi Pillai,Female,39.0,Bangalore,Rtba022,Hsr Layout - Bannerghatta Road,Hsr Layout,Bannerghatta Road,Ka42Cf9346,Premium Ac,Drv0067,Sanjay Desai,26/07/2024,2026-07-30 07:15:00,07:18,2026-07-30 08:43:00,08:46,40.7,479,24.0,Net Banking,Corporate Portal,D11,Completed,Nan,2.0,34.8,Heavy Rain,1,Monthly Pass,Android,False,No
Trp001505,Bk91443262,Cust00524,Anita Nair,Female,33.0,Delhi Ncr,Rtde052,Rohini - Faridabad,Rohini,Faridabad,Dl45Cf1090,Ac Seater,Drv0048,Divya Rao,2024-03-15,2026-07-30 10:50:00,11:02,2026-07-30 12:15:00,12:27,31.0,406,0.0,Upi,Kiosk,A13,Delayed-Completed,Nan,5.0,61.0,Rain,0,Monthly Pass,Ios,0,0
Trp002792,Bk33101800,Cust00792,Anita Bansal,Female,29.0,Pune,Rtpu019,Kothrud - Magarpatta,Kothrud,Magarpatta,Mh45Cf2771,Premium Ac,Drv0040,Lakshmi Shah,26/09/2024,2026-07-30 08:35:00,08:45,2026-07-30 08:56:00,09:06,10.7,148,0.0,Debit Card,Website,A2,Completed,Nan,2.0,72.0,Haze,True,Weekly Pass,Ios,True,No
Trp002460,Bk15992173,Cust01377,Shalini Patel,Female,32.0,Hyderabad,Rthy033,Miyapur - Kondapur,Miyapur,Kondapur,Ts50Cf1320,Premium Ac,Drv0003,Nan,28/01/2024,2026-07-30 09:50:00,Nan,2026-07-30 10:50:00,Nan,30.4,0,0.0,Nan,Kiosk,B6,Cancelled,Route Diverted,4.0,58.5,Heavy Rain,0,Corporate Plan,Android,True,0
Trp002527,Bk32148967,Cust01378,Sunita Gupta,Male,32.0,Delhi Ncr,Rtde059,Saket - Faridabad,Saket,Faridabad,Dl30Cf5438,Non-Ac Seater,Drv0065,Vikram Bansal,2024-07-04,2026-07-30 19:45:00,20:04,2026-07-30 21:02:00,21:21,25.9,322,69.0,Cash,Kiosk,A9,Delayed-Completed,Nan,4.0,27.0,Clear,1,Corporate Plan,Web,Yes,No
Trp000982,Bk19840600,Cust00864,Rohan Agarwal,Male,18.0,Chennai,Rtch049,Velachery - Tambaram,Velachery,Tambaram,Tn49Cf4295,Non-Ac Seater,Drv0032,Ashok Shah,29/11/2024,2026-07-30 10:45:00,Nan,2026-07-30 12:24:00,Nan,37.6,0,0.0,Nan,Corporate Portal,A9,Cancelled,Bus Breakdown,4.0,58.5,Clear,Yes,Single Ride,Ios,True,No
Trp002138,Bk24113150,Cust00355,Krishna Sharma,Male,29.0,Hyderabad,Rthy032,Kukatpally - Miyapur,Kukatpally,Miyapur,Ts27Cf9818,Ac Sleeper,Drv0004,Siddharth Reddy,25-May-2024,2026-07-30 15:00:00,15:00,2026-07-30 16:06:00,16:06,33.1,459,0.0,Cash,Website,D12,Completed,Nan,4.0,77.3,Clear,0,Monthly Pass,Web,Y,0
Trp001238,Bk22272490,Cust00562,Rajesh Bhat,Male,41.0,Chennai,Rtch048,Guindy - Adyar,Guindy,Adyar,Tn31Cf9238,Ac Sleeper,Drv0003,Ananya Rao,2024-05-31,2026-07-30 19:10:00,Nan,2026-07-30 19:36:00,Nan,12.9,0,0.0,Nan,Kiosk,A11,Cancelled,Bus Breakdown,4.0,58.5,Clear,Yes,Single Ride,Android,True,No
Trp001009,Bk94509825,Cust00793,Kiara Agarwal,Female,18.0,Pune,Rtpu015,Baner - Kharadi,Baner,Kharadi,Mh06Cf5569,Premium Ac,Drv0089,Rajesh Nair,13/11/2024,2026-07-30 16:35:00,16:35,2026-07-30 17:39:00,17:39,24.4,278,0.0,Cash,Mobile App,D13,Completed,Nan,4.0,80.9,Cloudy,False,Single Ride,Ios,Yes,No
Trp000228,Bk61024565,Cust00340,Karan Pillai,Male,19.0,Pune,Rtpu016,Viman Nagar - Kharadi,Viman Nagar,Kharadi,Mh48Cf6442,Premium Ac,Drv0079,Priya Bansal,29-Mar-2024,2026-07-30 14:05:00,14:15,2026-07-30 15:13:00,15:23,20.5,300,0.0,Net Banking,Corporate Portal,D10,Completed,Nan,3.0,34.7,Rain,0,Weekly Pass,Web,True,0
Trp002048,Bk74532314,Cust00148,Vikram Sharma,Female,18.0,Mumbai,Rtmu005,Lower Parel - Mulund,Lower Parel,Mulund,Mh16Cf2290,Ac Seater,Drv0085,Diya Desai,2024-08-27,2026-07-30 17:40:00,17:44,2026-07-30 18:02:00,18:06,10.9,145,20.0,Debit Card,Corporate Portal,D5,Completed,Nan,4.0,41.9,Fog,No,Weekly Pass,Android,True,No
Trp000652,Bk80819102,Cust00977,Vikram Singh,Male,18.0,Mumbai,Rtmu007,Thane West - Borivali,Thane West,Borivali,Mh03Cf6413,Ac Seater,Drv0054,Vihaan Rao,2024-10-12,2026-07-30 08:25:00,Nan,2026-07-30 09:10:00,Nan,22.1,0,0.0,Nan,Corporate Portal,D12,Cancelled,Route Diverted,4.0,58.5,Rain,No,Weekly Pass,Web,Yes,No
Trp000022,Bk32031067,Cust00602,Nikhil Menon,M,35.0,Delhi Ncr,Rtde051,Vasant Kunj - Saket,Vasant Kunj,Saket,Dl11Cf2389,Non-Ac Seater,Drv0026,Deepak Singh,04/12/2024,2026-07-30 19:40:00,19:41,2026-07-30 20:40:00,20:41,25.7,233,0.0,Net Banking,Corporate Portal,D9,Completed,Nan,4.0,52.6,Rain,True,Single Ride,Ios,True,0
Trp000912,Bk67568505,Cust00943,Priya Bansal,M,32.0,Mumbai,Rtmu010,Ghatkopar - Lower Parel,Ghatkopar,Lower Parel,Mh06Cf5820,Ac Sleeper,Drv0016,Pooja Rao,2024-10-25,2026-07-30 08:10:00,08:07,2026-07-30 09:31:00,09:28,28.6,465,0.0,Wallet,Corporate Portal,B3,Completed,Nan,4.0,15.2,Rain,1,Corporate Plan,Android,1,No
Trp002125,Bk59011658,Cust00841,Diya Singh,Female,24.0,Delhi Ncr,Rtde057,Rohini - Indirapuram,Rohini,Indirapuram,Dl29Cf8007,Ac Seater,Drv0044,Kalpana Bhat,2024-12-19,2026-07-30 19:30:00,20:17,2026-07-30 19:53:00,20:40,10.3,143,0.0,Cash,Mobile App,B9,Delayed-Completed,Nan,4.0,19.3,Clear,Yes,Corporate Plan,Android,True,No
Trp001334,Bk20803340,Cust00928,Rahul Malhotra,Male,35.0,Pune,Rtpu016,Viman Nagar - Kharadi,Viman Nagar,Kharadi,Mh10Cf4788,Premium Ac,Drv0002,Vivaan Naidu,22/10/2024,2026-07-30 09:30:00,09:30,2026-07-30 10:20:00,Nan,20.5,306,16.0,Net Banking,Mobile App,D4,No-Show,Customer Request,4.0,66.4,Fog,True,Weekly Pass,Android,Yes,0
Trp002246,Bk18581538,Cust00792,Anita Bansal,F,29.0,Pune,Rtpu013,Hadapsar - Kothrud,Hadapsar,Kothrud,Mh31Cf7669,Ac Sleeper,Drv0056,Neha Singh,"March 07, 2024",2026-07-30 10:55:00,10:55,2026-07-30 11:23:00,11:23,9.1,119,0.0,Upi,Website,A4,Completed,Nan,4.0,62.3,Clear,Yes,Corporate Plan,Android,True,No
Trp002053,Bk46913895,Cust01014,Deepak Patel,Female,27.0,Mumbai,Rtmu007,Thane West - Borivali,Thane West,Borivali,Mh46Cf8144,Ac Seater,Drv0047,Rohan Bansal,2024-03-23,2026-07-30 12:00:00,Nan,2026-07-30 12:51:00,Nan,22.1,0,0.0,Nan,Website,B4,Cancelled,Customer Request,4.0,58.5,Heavy Rain,False,Weekly Pass,Ios,True,0
Trp001729,Bk29941335,Cust00947,Swati Kapoor,Male,29.0,Pune,Rtpu016,Viman Nagar - Kharadi,Viman Nagar,Kharadi,Mh04Cf5262,Premium Ac,Drv0026,Deepak Singh,2024-02-22,2026-07-30 18:40:00,18:52,2026-07-30 19:20:00,19:32,20.5,268,0.0,Debit Card,Mobile App,C6,Completed,Nan,3.0,58.0,Heavy Rain,1,Monthly Pass,Web,No,No
Trp002648,Bk79328657,Cust00227,Krishna Kulkarni,Male,37.0,Delhi Ncr,Rtde051,Vasant Kunj - Saket,Vasant Kunj,Saket,Dl28Cf3223,Premium Ac,Drv0064,Nikhil Naidu,11/04/2024,2026-07-30 08:30:00,08:39,2026-07-30 09:28:00,09:37,25.7,397,113.0,Debit Card,Corporate Portal,D10,Completed,Nan,5.0,44.5,Clear,False,Weekly Pass,Web,N,0
Trp000595,Bk26769289,Cust00114,Lakshmi Malhotra,Male,25.0,Hyderabad,Rthy037,Kukatpally - Uppal,Kukatpally,Uppal,Ts47Cf6559,Ac Seater,Drv0082,Anita Bansal,09/08/2024,2026-07-30 07:50:00,07:52,2026-07-30 08:32:00,08:34,16.0,218,0.0,Debit Card,Website,B5,Completed,Nan,5.0,42.6,Rain,True,Corporate Plan,Web,1,No
Trp003120,Bk68305127,Cust00982,Ashok Bhat,Male,34.0,Pune,Rtpu013,Hadapsar - Kothrud,Hadapsar,Kothrud,Mh24Cf3646,Ac Seater,Drv0086,Rohan Pillai,14-Dec-2024,2026-07-30 12:00:00,11:56,2026-07-30 12:18:00,12:14,9.1,96,23.0,Upi,Corporate Portal,B13,Completed,Nan,4.0,109.1,Rain,False,Single Ride,Ios,True,No
Trp001870,Bk14843923,Cust00887,Sneha Kapoor,Male,29.0,Mumbai,Rtmu002,Andheri East - Thane West,Andheri East,Thane West,Mh16Cf7658,Premium Ac,Drv0022,Rahul Mehta,2024-11-14,2026-07-30 20:10:00,20:20,2026-07-30 20:58:00,21:08,24.5,329,61.0,Credit Card,Mobile App,B5,Completed,Nan,5.0,39.6,Heavy Rain,Yes,Weekly Pass,Ios,True,0
Trp000989,Bk71261998,Cust01323,Ashok Rao,Female,24.0,Mumbai,Rtmu007,Thane West - Borivali,Thane West,Borivali,Mh48Cf9837,Ac Seater,Drv0014,Shalini Chopra,2024-11-02,2026-07-30 06:10:00,06:10,2026-07-30 07:13:00,07:13,22.1,289,0.0,Debit Card,Mobile App,C7,Completed,Nan,5.0,130.0,Clear,0,Weekly Pass,Web,True,0
Trp002042,Bk17251371,Cust01320,Aadhya Singh,Female,20.0,Chennai,Rtch046,Omr - T Nagar,Omr,T Nagar,Tn14Cf9288,Non-Ac Seater,Drv0013,Vikram Iyer,"June 22, 2024",2026-07-30 07:35:00,07:35,2026-07-30 08:55:00,08:55,32.0,317,0.0,Cash,Corporate Portal,C1,Completed,Nan,4.0,24.5,Haze,No,Weekly Pass,Web,False,0
Trp000306,Bk63161086,Cust00363,Diya Verma,Female,35.0,Mumbai,Rtmu002,Andheri East - Thane West,Andheri East,Thane West,Mh03Cf6413,Ac Seater,Drv0011,Siddharth Agarwal,2024-05-23,2026-07-30 09:05:00,09:31,2026-07-30 10:08:00,10:34,24.5,308,52.0,Wallet,Mobile App,C8,Delayed-Completed,Nan,4.0,48.0,Rain,False,Corporate Plan,Ios,True,No
Trp001862,Bk39046108,Cust01012,Krishna Patel,Male,24.0,Delhi Ncr,Rtde054,Faridabad - Noida Sector 62,Faridabad,Noida Sector 62,Dl38Cf7046,Premium Ac,Drv0036,Siddharth Kumar,2024-12-02,2026-07-30 13:00:00,13:00,2026-07-30 13:58:00,13:58,18.7,253,0.0,Debit Card,Corporate Portal,B12,Completed,Nan,3.0,58.3,Cloudy,False,Weekly Pass,Ios,Y,1
Trp002421,Bk98319534,Cust00110,Nikhil Shah,M,29.0,Bangalore,Rtba028,Hebbal - Whitefield,Hebbal,Whitefield,Ka26Cf3144,Non-Ac Seater,Drv0015,Kalpana Bansal,2024-03-18,2026-07-30 11:25:00,11:30,2026-07-30 13:07:00,13:12,32.7,294,0.0,Upi,Kiosk,D14,Completed,Nan,5.0,34.1,Clear,No,Corporate Plan,Web,1,0
Trp002931,Bk21373829,Cust00332,Vihaan Kapoor,Male,41.0,Mumbai,Rtmu003,Andheri East - Powai,Andheri East,Powai,Mh16Cf2290,Ac Seater,Drv0049,Rohan Pillai,"June 30, 2024",2026-07-30 14:25:00,14:25,2026-07-30 15:33:00,15:33,22.8,236,0.0,Debit Card,Website,A9,Completed,Nan,4.0,64.2,Heavy Rain,No,Monthly Pass,Ios,True,0
Trp000054,Bk92852868,Cust00256,Sai Mehta,M,21.0,Chennai,Rtch041,Adyar - Guindy,Adyar,Guindy,Tn01Cf5978,Non-Ac Seater,Drv0075,Sneha Malhotra,2024-02-13,2026-07-30 07:30:00,07:27,2026-07-30 08:18:00,08:15,18.2,152,0.0,Net Banking,Mobile App,C11,Completed,Nan,5.0,51.7,Haze,No,Corporate Plan,Web,Y,No
Trp001873,Bk10492644,Cust01064,Neha Bhat,Male,29.0,Chennai,Rtch050,Tambaram - Adyar,Tambaram,Adyar,Tn35Cf8921,Premium Ac,Drv0030,Sai Bansal,2024-04-03,2026-07-30 07:00:00,07:00,2026-07-30 07:27:00,07:27,8.4,161,0.0,Wallet,Kiosk,C1,Completed,Nan,4.0,62.5,Clear,0,Weekly Pass,Web,Y,0
Trp003086,Bk69626839,Cust01332,Myra Bhat,Male,36.0,Delhi Ncr,Rtde052,Rohini - Faridabad,Rohini,Faridabad,Dl45Cf1090,Ac Seater,Drv0050,Isha Singh,2024-04-14,2026-07-30 11:15:00,11:26,2026-07-30 12:27:00,12:38,31.0,348,51.0,Wallet,Mobile App,B6,Completed,Nan,4.0,27.8,Cloudy,False,Corporate Plan,Web,Y,0
Trp002266,Bk90918991,Cust00384,Sai Agarwal,Female,18.0,Chennai,Rtch042,Anna Nagar - Porur,Anna Nagar,Porur,Tn29Cf2982,Ac Sleeper,Drv0027,Aditya Naidu,2024-08-19,2026-07-30 12:20:00,12:20,2026-07-30 14:00:00,Nan,33.4,448,0.0,Net Banking,Kiosk,C6,No-Show,Customer Request,4.0,89.2,Cloudy,No,Corporate Plan,Web,1,0
Trp001176,Bk96971093,Cust00757,Ananya Menon,Male,32.0,Pune,Rtpu016,Viman Nagar - Kharadi,Viman Nagar,Kharadi,Mh13Cf4116,Premium Ac,Drv0030,Sai Bansal,03-Mar-2024,2026-07-30 16:10:00,16:11,2026-07-30 17:11:00,17:12,20.5,369,0.0,Debit Card,Kiosk,D12,Completed,Nan,5.0,20.3,Fog,0,Monthly Pass,Android,1,0
Trp002288,Bk81135114,Cust00466,Aadhya Sharma,Male,39.0,Mumbai,Rtmu005,Lower Parel - Mulund,Lower Parel,Mulund,Mh48Cf9837,Ac Seater,Drv0074,Rohan Bhat,07-May-2024,2026-07-30 08:15:00,08:24,2026-07-30 08:37:00,08:46,10.9,142,0.0,Upi,Mobile App,C10,Completed,Nan,3.0,23.1,Haze,1,Weekly Pass,Android,True,No
Trp002665,Bk70324211,Cust00173,Saanvi Naidu,Male,27.0,Bangalore,Rtba022,Hsr Layout - Bannerghatta Road,Hsr Layout,Bannerghatta Road,Ka15Cf2124,Ac Seater,Drv0065,Vikram Bansal,2024-07-02,2026-07-30 10:30:00,Nan,2026-07-30 12:39:00,Nan,40.7,0,73.0,Nan,Mobile App,C14,Cancelled,Traffic/Weather,4.0,58.5,Fog,False,Corporate Plan,Web,Yes,0
Trp002443,Bk22474938,Cust00726,Geeta Chopra,Male,29.0,Delhi Ncr,Rtde052,Rohini - Faridabad,Rohini,Faridabad,Dl42Cf2612,Ac Seater,Drv0048,Divya Rao,2024-03-01,2026-07-30 08:40:00,09:31,2026-07-30 09:40:00,10:31,31.0,344,0.0,Debit Card,Corporate Portal,C2,Delayed-Completed,Nan,4.0,34.4,Fog,Yes,Monthly Pass,Ios,1,0
Trp000870,Bk74969653,Cust00255,Ramesh Kumar,M,18.0,Bangalore,Rtba023,Whitefield - Yelahanka,Whitefield,Yelahanka,Ka26Cf3144,Non-Ac Seater,Drv0059,Aadhya Iyer,2024-10-27,2026-07-30 20:10:00,20:10,2026-07-30 21:24:00,21:24,35.1,330,0.0,Wallet,Kiosk,A4,Completed,Nan,2.0,79.5,Haze,No,Single Ride,Ios,True,No
Trp000256,Bk84125405,Cust01093,Lakshmi Patel,Male,33.0,Delhi Ncr,Rtde058,Faridabad - Saket,Faridabad,Saket,Dl32Cf2133,Ac Sleeper,Drv0030,Sai Bansal,2024-02-27,2026-07-30 18:50:00,18:50,2026-07-30 19:40:00,19:40,22.0,304,0.0,Credit Card,Website,B12,Completed,Nan,4.0,25.7,Haze,No,Weekly Pass,Web,True,No
Trp001514,Bk96490768,Cust00828,Vikram Singh,Male,31.0,Delhi Ncr,Rtde058,Faridabad - Saket,Faridabad,Saket,Dl30Cf5438,Non-Ac Seater,Drv0025,Kiara Shah,07/03/2024,2026-07-30 18:05:00,18:06,2026-07-30 18:54:00,18:55,22.0,293,0.0,Debit Card,Mobile App,C10,Completed,Nan,4.0,93.7,Cloudy,1,Corporate Plan,Ios,Yes,No
Trp000157,Bk21091816,Cust00191,Shalini Pillai,Male,28.0,Pune,Rtpu014,Shivajinagar - Aundh,Shivajinagar,Aundh,Mh17Cf2891,Ac Seater,Drv0056,Neha Singh,2024-06-22,2026-07-30 18:50:00,18:49,2026-07-30 19:17:00,19:16,9.3,84,0.0,Cash,Corporate Portal,A8,Completed,Nan,3.0,37.2,Haze,False,Corporate Plan,Ios,1,No
Trp001323,Bk66188021,Cust00112,Ananya Iyer,Male,20.0,Delhi Ncr,Rtde058,Faridabad - Saket,Faridabad,Saket,Dl11Cf2389,Non-Ac Seater,Drv0020,Sneha Mehta,10/02/2024,2026-07-30 21:55:00,21:51,2026-07-30 22:42:00,22:38,22.0,291,0.0,Cash,Corporate Portal,A12,Completed,Nan,5.0,74.0,Fog,0,Corporate Plan,Web,True,Yes
Trp002075,Bk43042609,Cust01291,Ayaan Gupta,Female,33.0,Mumbai,Rtmu002,Andheri East - Thane West,Andheri East,Thane West,Mh49Cf4872,Ac Sleeper,Drv0016,Pooja Rao,26/01/2024,2026-07-30 19:15:00,19:15,2026-07-30 20:12:00,20:12,24.5,418,0.0,Cash,Mobile App,C15,Completed,Nan,3.0,68.2,Heavy Rain,1,Monthly Pass,Ios,Y,0
Trp000571,Bk15602263,Cust00516,Neha Pillai,M,28.0,Mumbai,Rtmu002,Andheri East - Thane West,Andheri East,Thane West,Mh46Cf8144,Ac Seater,Drv0014,Shalini Chopra,2024-07-24,2026-07-30 20:50:00,21:01,2026-07-30 21:42:00,21:53,24.5,239,0.0,Net Banking,Corporate Portal,A1,Completed,Nan,4.0,84.7,Clear,0,Monthly Pass,Web,Yes,0
